"","{#status->#R}","{#status->#Y}","{#status->#I}","{#status->#S}"
"110.9","8874.923988373068","3.7618871188621266","34.87978885428875","1086.4343356537656"
"111.0","8875.298810845663","3.73459529285453","34.626646414078714","1086.339947447388"
"111.10000000000001","8875.670913999962","3.707500517279487","34.37533309060276","1086.2462523921406"
"111.2","8876.040317470479","3.6806013832189857","34.12583578515198","1086.1532453611355"
"111.30000000000001","8876.40704075133","3.653896491626508","33.87814149109515","1086.0609212659333"
"111.4","8876.77110319722","3.6273844532608552","33.632237293256935","1085.9692750562472"
"111.5","8877.132524024415","3.601063888620374","33.38811036729989","1085.8783017196495"
"111.60000000000001","8877.491322311716","3.5749334278775797","33.14574797911029","1085.7879962812808"
"111.7","8877.847517001423","3.5489917108141733","32.905137484187755","1085.6983538035606"
"111.80000000000001","8878.201126900289","3.5232373867564526","32.66626632703859","1085.6093693859013"
"111.9","8878.552170680478","3.4976691145111154","32.42912204057292","1085.521038164424"
"112.0","8878.900666880501","3.472285562301452","32.1936922455055","1085.4333553116765"
"112.10000000000001","8879.246633906167","3.4470854077039266","31.9599646497603","1085.3463160363535"
"112.2","8879.590090031501","3.422067337585145","31.727927047878723","1085.2599155830196"
"112.30000000000001","8879.93105339968","3.397230048039206","31.49756732043156","1085.1741492318342"
"112.4","8880.269542023947","3.3725722443254385","31.268873433434546","1085.0890122982778"
"112.5","8880.605573788529","3.3480926408065175","31.04183343776759","1085.0045001328822"
"112.60000000000001","8880.93916644954","3.3237899608869617","30.81643546859762","1084.9206081209613"
"112.7","8881.270337635884","3.2996629369520063","30.592667744805038","1084.8373316823452"
"112.80000000000001","8881.599104850151","3.275710310306856","30.37051856841375","1084.7546662711147"
"112.9","8881.925485469505","3.2519308311163075","30.14997632402479","1084.6726073753405"
"113.0","8882.249496746566","3.228323258344751","29.931029478253475","1084.5911505168222"
"113.10000000000001","8882.57115581029","3.2048863596965353","29.7136665791701","1084.5102912508307"
"113.2","8882.890479666834","3.1816189115567086","29.497876255744167","1084.430025165852"
"113.30000000000001","8883.20748520043","3.1585196989321234","29.283647217292096","1084.3503478833331"
"113.4","8883.522189174235","3.1355875153929067","29.070968252928424","1084.2712550574306"
"113.5","8883.834608231191","3.1128211630142975","28.859828231020476","1084.1927423747602"
"113.60000000000001","8884.144758894872","3.090219452318842","28.650216098646474","1084.1148055541491"
"113.7","8884.45265757032","3.0677812022189546","28.442120881057086","1084.03744034639"
"113.80000000000001","8884.75832054489","3.0455052399598315","28.23553168114038","1083.960642533997"
"113.9","8885.061763989072","3.0233904010627266","28.030437678890177","1083.8844079309638"
"114.0","8885.36300395732","3.001435529268581","27.826828130877782","1083.8087323825227"
"114.10000000000001","8885.662056388872","2.979639476482004","27.624692369727082","1083.733611764908"
"114.2","8885.958937108562","2.958001102715609","27.424019803592973","1083.6590419851175"
"114.30000000000001","8886.25366182763","2.9365192760346974","27.22479991564312","1083.5850189806804"
"114.4","8886.54624614452","2.9151928725022915","27.02702226354304","1083.5115387194228"
"114.5","8886.836705545682","2.894020776124514","26.830676478944437","1083.4385971992374"
"114.60000000000001","8887.125055406359","2.8730018787963103","26.635752266976862","1083.3661904478552"
"114.7","8887.41131099138","2.85213508024752","26.442239405742594","1083.2943145226177"
"114.80000000000001","8887.695487455932","2.83141928798928","26.25012774581477","1083.2229655102517"
"114.9","8887.977599846343","2.8108534172607764","26.059407209738733","1083.152139526646"
"115.0","8888.257663100847","2.79043639097633","25.870067791536602","1083.081832716629"
"115.10000000000001","8888.535692050351","2.7701671396728167","25.682099556215004","1083.0120412537492"
"115.2","8888.811701419198","2.750044601457425","25.495492639276005","1082.9427613400571"
"115.30000000000001","8889.085705825913","2.7300677219557454","25.310237246231175","1082.8739892058877"
"115.4","8889.357719783962","2.7102354542601894","25.126323652118785","1082.8057211096461"
"115.5","8889.62775770249","2.69054675887874","24.943742201024147","1082.737953337595"
"115.60000000000001","8889.89583388706","2.6710006036840284","24.762483305603045","1082.6706822036417"
"115.7","8890.161962540387","2.6515959638627344","24.582537446608235","1082.6039040491298"
"115.80000000000001","8890.426157763073","2.6323318218653156","24.403895172419052","1082.53761524263"
"115.9","8890.688433554324","2.613207167356055","24.226547098574027","1082.4718121797334"
"116.0","8890.94880381267","2.5942209971634305","24.05048390730657","1082.4064912828478"
"116.10000000000001","8891.20728233668","2.5753723152308043","23.875696347083665","1082.341649000993"
"116.2","8891.463882825672","2.5566601325674267","23.702175232147546","1082.2772818095993"
"116.30000000000001","8891.718618880417","2.5380834671997587","23.529911442060396","1082.2133862103087"
"116.4","8891.971504003837","2.519641344123107","23.35889592125198","1082.1499587307744"
"116.5","8892.222551601699","2.50133279525357","23.189119678570258","1082.0869959244649"
"116.60000000000001","8892.471774983303","2.4831568593802977","23.0205737868349","1082.0244943704681"
"116.7","8892.719187362178","2.4651125821180546","22.853249382393756","1081.962450673298"
"116.80000000000001","8892.964801856744","2.447199015860096","22.68713766468221","1081.9008614627014"
"116.9","8893.208631491003","2.429415219731345","22.52222989578543","1081.8397233934675"
"117.0","8893.450689195204","2.411760259541877","22.358517400003457","1081.7790331452381"
"117.10000000000001","8893.690987806507","2.394233207740701","22.195991563419202","1081.7187874223202"
"117.2","8893.929540069648","2.376833143369848","22.034643833469236","1081.658982953499"
