,time,S
0,0.0,0.9949999999999998
1,0.2,0.9947924077718064
2,0.4,0.9945667709575666
3,0.6000000000000001,0.9943219778746448
4,0.8,0.9940567960320849
5,1.0,0.9937699613168496
6,1.2000000000000002,0.9934601486321418
7,1.4000000000000001,0.9931259215852628
8,1.6,0.9927657856009641
9,1.8,0.9923781609703154
10,2.0,0.9919613926984188
11,2.2,0.9915137367752833
12,2.4000000000000004,0.9910333853010911
13,2.6,0.9905184493832692
14,2.8000000000000003,0.9899669638852909
15,3.0,0.9893768919332849
16,3.2,0.988746129151824
17,3.4000000000000004,0.9880725065570063
18,3.6,0.9873538012153315
19,3.8000000000000003,0.9865877307330009
20,4.0,0.9857719811733896
21,4.2,0.984904194933887
22,4.4,0.9839819937873775
23,4.6000000000000005,0.9830029933913329
24,4.800000000000001,0.9819647892879789
25,5.0,0.9808650126216145
26,5.2,0.9797013086766913
27,5.4,0.9784713722718956
28,5.6000000000000005,0.9771729419409383
29,5.800000000000001,0.9758038424593265
30,6.0,0.9743619727239778
31,6.2,0.9728453475010321
32,6.4,0.9712520884776186
33,6.6000000000000005,0.9695804604544639
34,6.800000000000001,0.9678288641307697
35,7.0,0.9659958703288101
36,7.2,0.9640802136173902
37,7.4,0.9620808098281255
38,7.6000000000000005,0.9599967803656804
39,7.800000000000001,0.9578274274067813
40,8.0,0.9555722560637637
41,8.200000000000001,0.9532309789739886
42,8.4,0.9508035109083106
43,8.6,0.9482899775940686
44,8.8,0.9456907013696421
45,9.0,0.9430062102557369
46,9.200000000000001,0.9402372213626422
47,9.4,0.9373846411785873
48,9.600000000000001,0.9344495567307848
49,9.8,0.9314332227284631
50,10.0,0.9283370600062292
51,10.200000000000001,0.9251626363436404
52,10.4,0.9219116641909948
53,10.600000000000001,0.9185859845448211
54,10.8,0.9151875585348053
55,11.0,0.911718456720025
56,11.200000000000001,0.9081808468142987
57,11.4,0.9045769859780964
58,11.600000000000001,0.9009092079217267
59,11.8,0.8971799140679364
60,12.0,0.8933915643672795
61,12.200000000000001,0.889546668336111
62,12.4,0.8856477753208691
63,12.600000000000001,0.8816974677328512
64,12.8,0.87769835248869
65,13.0,0.8736530528589804
66,13.200000000000001,0.8695642038181328
67,13.4,0.8654344429234665
68,13.600000000000001,0.8612664056340471
69,13.8,0.8570627200026202
70,14.0,0.8528259994376123
71,14.200000000000001,0.8485588405366263
72,14.4,0.8442638157363672
73,14.600000000000001,0.8399434685789089
74,14.8,0.8356003136712128
75,15.0,0.8312368303172849
76,15.200000000000001,0.8268554576782925
77,15.4,0.8224585947836327
78,15.600000000000001,0.8180485968466349
79,15.8,0.8136277705718332
80,16.0,0.8091983741712557
81,16.2,0.8047626158980096
82,16.400000000000002,0.8003226493691431
83,16.6,0.7958805737269423
84,16.8,0.7914384338295444
85,17.0,0.7869982159351018
86,17.2,0.7825618479974243
87,17.400000000000002,0.7781312007903879
88,17.6,0.773708084623481
89,17.8,0.7692942492534874
90,18.0,0.7648913858495442
91,18.2,0.7605011247614896
92,18.400000000000002,0.7561250357861518
93,18.6,0.7517646286826111
94,18.8,0.747421353664089
95,19.0,0.7430966019240764
96,19.200000000000003,0.7387917062776677
97,19.400000000000002,0.7345079397995098
98,19.6,0.73024651832298
99,19.8,0.7260086012822163
100,20.0,0.721795292003186
101,20.200000000000003,0.7176076382419225
102,20.400000000000002,0.713446633919683
103,20.6,0.7093132198938605
104,20.8,0.7052082847990678
