,time,S
75,2.6550346998335326,9892
76,2.6663038476477667,9891
77,2.7361988331495315,9890
78,2.755309560028279,9890
79,2.7662261704579407,9889
80,2.791344660129378,9889
81,2.812454396244182,9888
82,2.8392269515190955,9887
83,2.8396459403278755,9886
84,2.840258113948386,9885
85,2.8501316549425977,9885
86,2.87898538075612,9884
87,2.8860462743085473,9884
88,2.938185348341707,9883
89,2.9956055257947654,9882
90,3.0570911976081554,9881
91,3.089108647448949,9880
92,3.1063408235260144,9880
93,3.1145358123505917,9879
94,3.1209866892861258,9878
95,3.141827866345537,9877
96,3.168327996227163,9876
97,3.17419307964321,9875
98,3.1798544144828327,9874
99,3.1966559988924743,9873
100,3.258760164415108,9872
101,3.2614732098519106,9871
102,3.2912532911261247,9870
103,3.332320420690474,9869
104,3.335001196365547,9869
105,3.3933377986814635,9868
106,3.3967791450419624,9868
107,3.404801179034503,9868
108,3.429546227536491,9867
109,3.430926121902157,9867
110,3.445974514951239,9866
111,3.5062345645540063,9865
112,3.5117852146277,9865
113,3.5305770163062236,9864
114,3.539032246663666,9863
115,3.5395378866100913,9862
116,3.5541822694698197,9861
117,3.5605003033911142,9860
118,3.5886146642959957,9859
119,3.5937520127732068,9859
120,3.6279813244967656,9858
121,3.628088266629844,9857
122,3.6308516736488645,9856
123,3.6778266959950856,9855
124,3.6844633767589023,9854
125,3.689283970669112,9854
126,3.697584956794053,9853
127,3.7023851035116135,9853
128,3.7075433762801033,9852
129,3.728094084534213,9851
130,3.735818335802321,9850
131,3.7414164773121215,9849
132,3.741597584547433,9848
133,3.754668822363737,9847
134,3.761430230320311,9846
135,3.788701196313692,9845
136,3.797146946219538,9844
137,3.8013544285098426,9843
138,3.8137876832842093,9842
139,3.8376779984416665,9841
140,3.862396275325736,9840
141,3.863898717330201,9840
142,3.8744468756602597,9839
143,3.8931600384666813,9838
144,3.8937616519513267,9838
145,3.900753474927951,9837
146,3.9035717448925977,9836
147,3.9092889120702914,9835
148,3.9255130931263524,9834
149,3.932217416189495,9833
150,3.948809808979714,9832
151,3.9540376518951446,9832
152,3.982440243426769,9831
153,3.9847557737742094,9830
154,3.9913812393873513,9829
155,4.0030650381268265,9828
156,4.062616706652321,9827
157,4.08350010821926,9827
158,4.11787285212074,9826
159,4.121197654938444,9825
160,4.150573828674922,9824
161,4.161329072504559,9823
162,4.1829326483189995,9822
163,4.189833742911521,9821
164,4.2116636563750145,9820
165,4.215589247237006,9819
166,4.266023253620125,9819
167,4.268448250496874,9818
168,4.2840198405908545,9817
169,4.300119170238533,9816
170,4.301166553385129,9815
171,4.303251736081439,9814
172,4.365401976075006,9813
173,4.371236277488116,9812
174,4.374911065520662,9811
175,4.387197761545366,9810
176,4.396009531221372,9809
177,4.402374028021285,9808
178,4.452717964067023,9807
179,4.460042090519366,9806
180,4.476382964389872,9805
181,4.48186095782743,9804
182,4.492182290853577,9803
183,4.498163135170129,9802
184,4.506303303479589,9801
185,4.521382181754654,9801
186,4.5574031271274364,9800
187,4.581138828242125,9799
188,4.585331777782601,9798
189,4.587401309730291,9797
190,4.631870972542487,9796
191,4.633633179374543,9795
192,4.6394561178921725,9794
193,4.649397436490581,9793
194,4.657662086327037,9793
195,4.664983488398333,9792
196,4.681186762174846,9791
197,4.685161321220462,9790
198,4.690647355857379,9790
199,4.693369370765437,9789
200,4.700624118075093,9788
201,4.717048579231276,9788
202,4.7189785170824425,9787
203,4.727686058512566,9786
204,4.729975162755567,9786
205,4.762814421601986,9785
206,4.769148705316108,9785
207,4.769194448552234,9785
208,4.796203900014278,9784
209,4.796349013874131,9783
210,4.809109086179444,9782
211,4.8316558943910906,9781
212,4.852676573561216,9781
213,4.863925523859505,9781
214,4.879930450672422,9781
215,4.88381432600227,9780
216,4.894378701247113,9780
217,4.92110231211131,9779
218,4.933665520601141,9779
219,4.959706477969181,9778
220,4.961953783147422,9777
221,4.96515071457722,9776
222,4.965640604750863,9775
223,4.9657882326485785,9774
224,4.982641326440267,9774
225,4.996103263537364,9773
226,5.029357363865685,9772
227,5.040787348762006,9771
228,5.105820087670448,9771
229,5.114264202177678,9771
230,5.123226625030378,9770
231,5.16758466324066,9769
232,5.174040164994697,9769
233,5.179929106833871,9769
234,5.182887142141729,9768
235,5.190309908657264,9767
236,5.194620296823473,9766
237,5.202537873354194,9765
238,5.207196291338642,9764
239,5.208421087667598,9764
240,5.214089342880738,9763
241,5.220417107169224,9763
242,5.260325905321579,9762
243,5.264610598756255,9762
244,5.265607700472309,9761
245,5.268328201327973,9760
246,5.270287714982558,9759
247,5.279473245069312,9758
248,5.307390136194593,9757
249,5.3130382000756216,9756
250,5.316595709329633,9755
251,5.331214978992872,9754
252,5.336535644282238,9753
253,5.337973099087276,9753
254,5.345194931959618,9752
255,5.355570736471917,9752
256,5.3688291549296565,9751
257,5.3777239217766235,9750
258,5.380634931277296,9749
259,5.430634336511936,9748
260,5.4469755376634765,9747
261,5.452779158470468,9746
262,5.484321046585812,9745
263,5.492069563705738,9745
264,5.501355230213794,9744
265,5.506434105945072,9743
266,5.5108023096673,9743
267,5.534139374343965,9742
268,5.537716908548736,9742
269,5.544305034653262,9741
270,5.545441820473565,9741
271,5.562357144196365,9740
272,5.564125458931072,9740
273,5.5708666718611735,9740
274,5.577901998935962,9739
275,5.584632483950198,9738
276,5.596509269237373,9737
277,5.596945207123355,9736
278,5.601366381232394,9735
279,5.606196696472031,9734
280,5.61263212567939,9734
281,5.617134058781371,9734
282,5.625309451527626,9733
283,5.629140305476464,9732
284,5.636017879598547,9731
285,5.649394487738905,9731
286,5.658351011613057,9731
287,5.660592322054329,9731
288,5.663944263196083,9730
289,5.70414028465585,9729
290,5.714238626278007,9728
291,5.714936367309134,9727
292,5.721650602105884,9726
293,5.727016191890554,9726
294,5.746352917197519,9725
295,5.747853880418408,9724
296,5.806395365351278,9723
297,5.815708235909252,9723
298,5.8186218053219605,9722
299,5.836015839593989,9721
300,5.846172910407002,9720
301,5.858052092259875,9719
302,5.860688456575662,9719
303,5.86507741180878,9718
304,5.877381032252131,9717
305,5.879651047269453,9716
306,5.88493704139818,9715
307,5.888718854659933,9714
308,5.903434532743992,9713
309,5.908596483513861,9712
310,5.9178416648753185,9711
311,5.918863186240774,9710
312,5.922256127153879,9709
313,5.9272262246593925,9709
314,5.929926438593227,9708
315,5.9319732004484305,9707
316,5.9323646028601065,9706
317,5.938851554602808,9706
318,5.940936042305639,9705
319,5.944359059858282,9704
320,5.9655212773395485,9703
321,5.969076679656816,9702
322,5.976496019091947,9701
323,5.994767885884905,9701
324,6.007386548027915,9700
325,6.015163101117018,9700
326,6.023751784992516,9699
327,6.025732359704566,9699
328,6.027522026304995,9698
329,6.02788668979144,9697
330,6.0300282181882014,9696
331,6.038321197380483,9695
332,6.041964445442671,9694
333,6.0533160308446,9693
334,6.062313903358007,9692
335,6.076014021537787,9691
336,6.0837997405137845,9690
337,6.086109587042898,9689
338,6.137207246175297,9688
339,6.15184073922049,9687
340,6.160735650322938,9686
341,6.160971767203419,9685
342,6.1620929261346244,9684
343,6.164753696098941,9683
344,6.166369611520411,9682
345,6.173259772049881,9681
346,6.176086414404272,9680
347,6.176851642502578,9679
348,6.177570080389907,9679
349,6.1811440855626305,9678
350,6.182594142001824,9677
351,6.187549358848943,9676
352,6.195274989668045,9676
353,6.198331013936717,9675
354,6.201309091253398,9674
355,6.208569480216386,9673
356,6.2102899428133735,9672
357,6.215966979922797,9671
358,6.218273190708005,9671
359,6.219655329247093,9670
360,6.23004202095183,9669
361,6.241417324864257,9668
362,6.249729569359577,9667
363,6.256198969886578,9667
364,6.270201236304303,9666
365,6.281510659880514,9665
366,6.282096584473358,9665
367,6.29438157871795,9664
368,6.299597134138107,9664
369,6.300211169764301,9663
370,6.306792621813491,9662
371,6.3091031992950795,9661
372,6.330399121651132,9661
373,6.3410330024112636,9660
374,6.347471112184095,9659
375,6.351962275436286,9658
376,6.354674706846634,9657
377,6.35594952653064,9656
378,6.359859153884299,9656
379,6.382320737454789,9655
380,6.38628713101259,9654
381,6.392608047223932,9654
382,6.394529174024791,9653
383,6.394586814438977,9652
384,6.395384513827809,9651
385,6.410635365295418,9651
386,6.417056731123534,9650
387,6.432582256086189,9649
388,6.435831115317382,9649
389,6.439340466667835,9648
390,6.44870852128518,9647
391,6.470313090568238,9647
392,6.475554916166824,9646
393,6.480251168223758,9646
394,6.485709038384046,9645
395,6.491508911066144,9644
396,6.491613632884074,9643
397,6.498083617751579,9642
398,6.512107775736467,9641
399,6.52266120894544,9641
400,6.531198671540528,9640
401,6.532875359201583,9639
402,6.533140140486687,9638
403,6.537073523196472,9637
404,6.5397883457138235,9636
405,6.541533635822361,9635
406,6.549733334885873,9634
407,6.555259920657902,9633
408,6.559842682030222,9632
409,6.560060311457171,9631
410,6.5602476361586355,9631
411,6.564113829877112,9630
412,6.566888377979037,9629
413,6.573709526114968,9628
414,6.573978195851594,9627
415,6.577371679739583,9626
416,6.578708443015769,9625
417,6.589984667873933,9624
418,6.5933332233522925,9624
419,6.5944295349644575,9624
420,6.6028463039947365,9623
421,6.611757909036697,9622
422,6.615404294271634,9622
423,6.617103589575165,9622
424,6.617780206916439,9621
425,6.622703588878965,9620
426,6.6492438905570665,9619
427,6.653551535016652,9618
428,6.658963319203703,9617
429,6.661666464704144,9616
430,6.66178189803095,9616
431,6.662529766155058,9616
432,6.6653207741975695,9615
433,6.674931633441445,9614
434,6.681149325796271,9613
435,6.702384295849894,9612
436,6.7153163639465285,9612
437,6.721525987272076,9611
438,6.73188780278105,9611
439,6.7436008319392275,9610
440,6.743934996436121,9610
441,6.747618585145803,9609
442,6.7642255981617225,9609
443,6.767825177126294,9608
444,6.77533933684843,9608
445,6.780585199151713,9607
446,6.78175800244218,9606
447,6.7882713877450325,9605
448,6.790192594430606,9604
449,6.790600093388054,9603
450,6.793527555299123,9602
451,6.796506188695695,9602
452,6.806938423079993,9602
453,6.807942142955781,9601
454,6.811132783187688,9600
455,6.81785170827237,9599
456,6.833371867688699,9598
457,6.836914408530068,9598
458,6.842372399291712,9597
459,6.846045733842805,9596
460,6.848744173781368,9595
461,6.8701076165475,9595
462,6.880575992378442,9594
463,6.8879516543252315,9594
464,6.894243309514872,9594
465,6.895494084807874,9594
466,6.900088087390919,9593
467,6.912699161814956,9593
468,6.927605677775069,9592
469,6.927701678816337,9591
470,6.931998474577156,9590
471,6.932101005100231,9590
472,6.942883928185173,9590
473,6.962421417199984,9589
474,6.967273832952391,9589
475,6.970827968265562,9588
476,6.975949084543895,9588
477,6.987426143776803,9587
478,6.992643040953935,9587
479,6.9943078598531585,9586
480,6.996195107123963,9585
481,6.997822472657846,9584
482,7.009527980070745,9583
483,7.016775274465835,9583
484,7.0206608813627795,9582
485,7.024262250821167,9581
486,7.043220367220146,9581
487,7.067401495945321,9580
488,7.0701990999282796,9579
489,7.070259784700886,9578
490,7.079424632772037,9577
491,7.111373031475075,9576
492,7.1153105061047155,9575
493,7.122728060829667,9574
494,7.132023927953345,9573
495,7.1356277613298875,9572
496,7.14442502593297,9571
497,7.1574801057174255,9571
498,7.158861167134306,9570
499,7.160678532139009,9569
500,7.164724296248679,9568
501,7.167189190132017,9567
502,7.168913594824267,9567
503,7.17664678532775,9566
504,7.177397038410208,9566
505,7.1817167107656,9566
506,7.198782472087717,9566
507,7.207090517129316,9566
508,7.218672953492812,9565
509,7.219596847771714,9564
510,7.224663023165965,9563
511,7.235452558610058,9562
512,7.266336614040968,9561
513,7.267247964839723,9561
514,7.284438542954868,9560
515,7.289577439461766,9559
516,7.290116017475981,9558
517,7.290251872900973,9557
518,7.300248752874465,9556
519,7.301107767722495,9555
520,7.307747328090894,9554
521,7.309834541621102,9553
522,7.310594046185709,9553
523,7.3120583553134475,9553
524,7.320875697737659,9552
525,7.3279998580222365,9552
526,7.340144724162739,9551
527,7.34648030872458,9550
528,7.349291274937604,9550
529,7.368554000897333,9550
530,7.370586472515077,9549
531,7.372390389929382,9548
532,7.37517206527941,9548
533,7.3795246145225875,9547
534,7.394145763322159,9546
535,7.411416996664181,9545
536,7.419776263941781,9544
537,7.420820992821837,9543
538,7.425225158605118,9543
539,7.426073265772487,9542
540,7.4291637466077685,9541
541,7.450464171299451,9540
542,7.45353428747079,9539
543,7.457205242086925,9538
544,7.460486288610004,9537
545,7.472048434820513,9536
546,7.473624389199795,9536
547,7.475878509274368,9535
548,7.500497991703027,9534
549,7.508108420609946,9533
550,7.513284167528733,9532
551,7.5179260945057855,9531
552,7.5255981100894624,9530
553,7.532460446573763,9530
554,7.547926584694848,9529
555,7.5506079748940875,9529
556,7.5517823495139025,9528
557,7.556739789449306,9527
558,7.558703920929913,9526
559,7.565210983422933,9525
560,7.570492948834528,9524
561,7.577704317032353,9523
562,7.58707060640417,9522
563,7.591489280653633,9521
564,7.594956507093549,9520
565,7.595099535917125,9519
566,7.597343938796984,9518
567,7.600839648412223,9517
568,7.602317160534716,9516
569,7.608747306723418,9515
570,7.612554657126278,9515
571,7.613330331438054,9514
572,7.624367204289987,9513
573,7.628098740867248,9512
574,7.63142341763515,9511
575,7.6782973351314165,9510
576,7.685704188208945,9509
577,7.6858195209458025,9509
578,7.712260381222595,9508
579,7.726131465619881,9508
580,7.7310814119996705,9507
581,7.732525857558966,9507
582,7.740278409243839,9506
583,7.741196430868966,9505
584,7.751294017206952,9504
585,7.75422004897842,9504
586,7.76333169951322,9503
587,7.764277338022049,9503
588,7.764630606521816,9503
589,7.769699144460448,9502
590,7.769878906146753,9502
591,7.78021033589504,9501
592,7.78844793641855,9501
593,7.789950932366139,9500
594,7.794543991810702,9500
595,7.799543717752748,9499
596,7.807277560938244,9498
597,7.81826996529,9498
598,7.842973836204754,9497
599,7.848154461765407,9496
600,7.856295573346065,9495
601,7.856306959216466,9494
602,7.862240697772559,9493
603,7.8709446729056705,9492
604,7.8720322259240465,9492
605,7.876616232626398,9491
606,7.8801404436438744,9491
607,7.89080719034733,9490
608,7.895427840999734,9489
609,7.896396877566966,9488
610,7.901799264149648,9488
611,7.904206152888863,9488
612,7.904857877840502,9487
613,7.919000236359109,9486
614,7.922089923685178,9485
615,7.928400146799593,9484
616,7.932800145663215,9483
617,7.933408210975792,9483
618,7.9378460007243365,9482
619,7.947972657761786,9481
620,7.953365821087905,9480
621,7.970489685219223,9480
622,7.973910832720431,9479
623,7.9767275368890385,9478
624,7.992687943430565,9478
625,7.997887548286607,9478
626,8.001312904954318,9478
627,8.005495525534716,9478
628,8.007789790906875,9478
629,8.008073157154577,9477
630,8.01830011032166,9476
631,8.028395763038475,9475
632,8.030993037751156,9475
633,8.039411383512101,9474
634,8.042310330460772,9473
635,8.045250548798192,9472
636,8.046803706310325,9471
637,8.049345903413101,9470
638,8.050256515942072,9469
639,8.054055264622416,9468
640,8.055091110761845,9468
641,8.064804297789241,9468
642,8.06493096081708,9468
643,8.06811367399645,9468
644,8.069390712414833,9467
645,8.07492248507003,9466
646,8.076876139682707,9465
647,8.080791554031137,9464
648,8.081346657085156,9463
649,8.085275837748377,9462
650,8.093210246045118,9461
651,8.105354450685649,9460
652,8.108110642848157,9459
653,8.123639022869034,9459
654,8.138743498565274,9458
655,8.145045169183664,9457
656,8.157853928269144,9456
657,8.157932648665039,9455
658,8.174198176949707,9454
659,8.18120352367527,9453
660,8.18397080688349,9452
661,8.186089167189493,9451
662,8.18837659483048,9450
663,8.189222089190034,9449
664,8.191941166219188,9448
665,8.192112035328178,9448
666,8.218625347018232,9448
667,8.231900018722596,9447
668,8.234262362508375,9446
669,8.24192875512546,9445
670,8.243661136115056,9444
671,8.244571427934574,9444
672,8.24885902249349,9443
673,8.25532300225872,9442
674,8.258992273758615,9441
675,8.260718832056885,9440
676,8.26092865394038,9439
677,8.264704281203455,9438
678,8.278449072846376,9437
679,8.280779263667643,9436
680,8.283970230906835,9435
681,8.291267364427746,9434
682,8.298371874318905,9433
683,8.309115210999327,9433
684,8.321786189475619,9432
685,8.32249292536305,9431
686,8.339803302538593,9430
687,8.343098696886294,9429
688,8.347361869537263,9428
689,8.353167310591228,9428
690,8.356904215772499,9428
691,8.360847362871116,9427
692,8.364245301882992,9427
693,8.367608861591766,9426
694,8.370732206287457,9425
695,8.373983033561252,9424
696,8.375994352896104,9424
697,8.385477620914692,9423
698,8.38665606786073,9422
699,8.389888099567917,9421
700,8.39550396062082,9420
701,8.399436341818888,9419
702,8.402360897904773,9419
703,8.404142349631305,9418
704,8.415553931869779,9417
705,8.424391105278303,9417
706,8.427403814720561,9416
707,8.427977457885142,9415
708,8.429296703884825,9414
709,8.43911760828504,9413
710,8.440744322993595,9413
711,8.444080745337558,9412
712,8.45993653753329,9411
713,8.46035674530619,9410
714,8.461919812072674,9409
715,8.466507662265183,9408
716,8.466886279301658,9408
717,8.477910218295268,9407
718,8.49237824381247,9407
719,8.49446421634091,9407
720,8.499342949124207,9406
721,8.506187874072914,9405
722,8.50649128583728,9404
723,8.508769227950623,9403
724,8.515336708697054,9403
725,8.517069476462272,9402
726,8.517659720959662,9401
727,8.526827456527112,9401
728,8.541363326241095,9400
729,8.547563516660766,9399
730,8.547949884620746,9398
731,8.548494518464087,9397
732,8.550208879521223,9396
733,8.553298413836684,9395
734,8.553537343536918,9395
735,8.558023188994941,9394
736,8.561428514230212,9393
737,8.56224136230164,9392
738,8.571729073896257,9391
739,8.579690262264979,9390
740,8.583218355654205,9390
741,8.584112091565505,9390
742,8.584229681106773,9390
743,8.584950164182581,9389
744,8.586657783733473,9389
745,8.58699362228817,9389
746,8.590451021277369,9389
747,8.590908094232748,9388
748,8.60644861454736,9387
749,8.618378656747788,9386
750,8.618858515678442,9385
751,8.62416160221081,9385
752,8.624949010841233,9384
753,8.63313963295942,9383
754,8.63617661724119,9382
755,8.638295057431954,9381
756,8.642718601444102,9380
757,8.643618721707265,9379
758,8.644292841936904,9378
759,8.65917515823985,9377
760,8.660113147554734,9377
761,8.673240017370068,9377
762,8.675795698486843,9376
763,8.692874748090578,9375
764,8.708308874171463,9374
765,8.723547448753404,9373
766,8.728655741672636,9372
767,8.738490868292121,9372
768,8.740563616431517,9372
769,8.749309462537095,9371
770,8.750245425196686,9370
771,8.75140415740816,9370
772,8.76251114603523,9369
773,8.772949798822584,9368
774,8.774155924677892,9367
775,8.775961682578314,9366
776,8.778943263198471,9365
777,8.787062749159354,9364
778,8.79046906566055,9363
779,8.793258761007468,9362
780,8.797292907708705,9361
781,8.798614424800526,9360
782,8.799782779599798,9359
783,8.799852415399048,9358
784,8.805469232294541,9357
785,8.805730781897262,9356
786,8.81570474680203,9355
787,8.817226617613395,9354
788,8.82140645324023,9353
789,8.830261660008437,9353
790,8.850153112632547,9352
791,8.858774463596914,9351
792,8.86025597293807,9350
793,8.86477467015747,9349
794,8.875952131700931,9348
795,8.878730915808339,9347
796,8.878930918860185,9346
797,8.905473347367629,9345
798,8.918858987143558,9344
799,8.919816066520314,9343
800,8.924063021195217,9343
801,8.939071709907351,9342
802,8.940549685782134,9341
803,8.947675135348867,9340
804,8.953876627200756,9339
805,8.955559303468716,9338
806,8.959564814511742,9338
807,8.965374179697424,9338
808,8.96648106927099,9337
809,8.971862633095583,9337
810,8.977543689492427,9336
811,8.986484532770078,9335
812,8.988667342395024,9334
813,9.003888052412163,9334
814,9.015548415289992,9333
815,9.01661345350838,9332
816,9.029854342547907,9331
817,9.031998758530644,9330
818,9.034251769945785,9329
819,9.035178487119353,9328
820,9.036432578054729,9327
821,9.049461515589183,9326
822,9.050564716906205,9326
823,9.055546368616378,9325
824,9.062999471174347,9324
825,9.067464652479252,9323
826,9.073677927916798,9322
827,9.074319775746229,9321
828,9.074628319146463,9321
829,9.074797358529032,9320
830,9.082465270589648,9319
831,9.084213942722895,9318
832,9.110817021687913,9317
833,9.113644356518257,9316
834,9.113929009254763,9315
835,9.115679294536664,9314
836,9.122337904789834,9314
837,9.122865941525864,9313
838,9.123473861765234,9312
839,9.126433103001602,9312
840,9.12771516260189,9311
841,9.128089528075682,9311
842,9.129574852780213,9311
843,9.129635051735256,9310
844,9.141896108095917,9309
845,9.150762095450606,9309
846,9.151327908476889,9308
847,9.156279905302185,9307
848,9.16138543161672,9306
849,9.162613203506695,9305
850,9.17026884889614,9304
851,9.175643363259015,9303
852,9.175649349875917,9302
853,9.181402569526616,9301
854,9.207371962670384,9300
855,9.213144208233702,9299
856,9.219910887796692,9298
857,9.22543410503279,9297
858,9.227014839777883,9297
859,9.232687759282047,9296
860,9.23295030140293,9295
861,9.239267572512908,9294
862,9.241750364669919,9294
863,9.246719508809644,9293
864,9.276293686964381,9293
865,9.281062019212527,9293
866,9.281199542369187,9292
867,9.281638891094271,9292
868,9.30819180282521,9291
869,9.310938224799482,9291
870,9.312483011639406,9290
871,9.315091796633208,9289
872,9.324003813587835,9288
873,9.333561582777039,9287
874,9.343869124354253,9286
875,9.352794890852113,9285
876,9.354136504957566,9284
877,9.358985728568243,9284
878,9.364649699820921,9283
879,9.366220312428377,9282
880,9.377851668634019,9281
881,9.380632707513968,9281
882,9.382669135649897,9280
883,9.38956402546518,9280
884,9.403909440410056,9280
885,9.405882587564369,9279
886,9.407401392203214,9278
887,9.408877771874383,9278
888,9.430193362950515,9278
889,9.430525673752896,9277
890,9.45599023756945,9276
891,9.458738635810715,9275
892,9.460927029122788,9274
893,9.461741045420393,9273
894,9.467222586981807,9272
895,9.469318010316814,9271
896,9.47126035385349,9271
897,9.47422872191372,9270
898,9.479952703821017,9269
899,9.483825831679873,9268
900,9.493825887688315,9268
901,9.503244168460963,9267
902,9.505798270252862,9266
903,9.50887388507838,9265
904,9.524112964627902,9265
905,9.524260229998319,9264
906,9.524723661487,9263
907,9.532663090534445,9262
908,9.548065733580714,9261
909,9.548385441347756,9260
910,9.553814071690779,9259
911,9.555818833149166,9258
912,9.56319953206106,9257
913,9.566798763889723,9257
914,9.568160073247094,9257
915,9.568797670138586,9256
916,9.573369370884691,9255
917,9.578196604866466,9254
918,9.578787981360453,9253
919,9.589101841007238,9252
920,9.592657065492574,9251
921,9.59960659068509,9250
922,9.606572269301804,9249
923,9.612933602771795,9248
924,9.625013465627468,9247
925,9.627292267509528,9247
926,9.632147269801964,9247
927,9.634136867124047,9246
928,9.642565407413723,9245
929,9.675753206969892,9244
930,9.677028927355652,9243
931,9.685782613365364,9242
932,9.692360954366325,9242
933,9.701959078588203,9241
934,9.713943708351692,9241
935,9.717795136075026,9240
936,9.726864240672592,9239
937,9.732643377692693,9239
938,9.73367748765845,9238
939,9.735396165519614,9238
940,9.753397315287053,9238
941,9.760654516541338,9237
942,9.771645419224907,9237
943,9.777964173597338,9237
944,9.783193124182745,9237
945,9.786820489364379,9236
946,9.787937224832252,9236
947,9.788060038274839,9235
948,9.79257897027098,9235
949,9.797540165466959,9234
950,9.79979927520069,9234
951,9.800676765983882,9234
952,9.816624247624773,9234
953,9.817086706365039,9233
954,9.82272492127156,9232
955,9.835645624694605,9231
956,9.843061023566666,9230
957,9.854748535242068,9229
958,9.860252522636543,9229
959,9.86255267323501,9228
960,9.863527643881548,9227
961,9.864112554673849,9227
962,9.877792385934022,9227
963,9.879887661251399,9226
964,9.881958102601784,9226
965,9.88660001206069,9226
966,9.889889878878531,9225
967,9.903517828111976,9224
968,9.904004275735904,9224
969,9.904809279381173,9224
970,9.906320057409548,9224
971,9.922489072880092,9223
972,9.922553215789216,9222
973,9.934300766974577,9221
974,9.943585934139346,9220
975,9.946033502559171,9219
976,9.949115668036555,9218
977,9.960111210499651,9217
978,9.963161886215335,9216
979,9.963177811057575,9216
980,9.965026205330107,9215
981,9.972597077543098,9214
982,9.975603105812354,9214
983,9.98484353661968,9214
984,9.987477714080491,9214
985,9.994828995044974,9213
986,9.99710667169542,9213
987,10.013611832060528,9212
988,10.014678968008592,9211
989,10.01559495024804,9210
990,10.015858329333863,9209
991,10.020966676872158,9208
992,10.024249552417144,9207
993,10.040414253510267,9207
994,10.050284519387823,9207
995,10.058283806863734,9207
996,10.062898666757793,9206
997,10.068922871844586,9205
998,10.07659105289665,9204
999,10.076951802217025,9203
1000,10.07700000544878,9203
1001,10.077027767270488,9203
1002,10.089227143036549,9202
1003,10.092048448765953,9201
1004,10.094949723772654,9200
1005,10.095503186585704,9199
1006,10.096926551672151,9198
1007,10.099036198595616,9197
1008,10.115751266634557,9196
1009,10.123478737387634,9195
1010,10.124588758356794,9194
1011,10.128967476534616,9193
1012,10.13531319690043,9192
1013,10.13937974961287,9191
1014,10.14119419539406,9190
1015,10.149974758883252,9189
1016,10.163185739229927,9188
1017,10.164358543815547,9188
1018,10.169365754234763,9187
1019,10.170243452235752,9187
1020,10.171404345814588,9186
1021,10.173282505976783,9186
1022,10.173677650908356,9185
1023,10.198090167322615,9185
1024,10.20240099565494,9185
1025,10.202568462448703,9184
1026,10.207827438715114,9184
1027,10.21184680596216,9183
1028,10.2143939546965,9183
1029,10.217148288458311,9182
1030,10.221278915565303,9181
1031,10.229031800358541,9180
1032,10.233504397256256,9179
1033,10.23598507101564,9178
1034,10.237509241447086,9177
1035,10.24340185085369,9176
1036,10.25658652543243,9175
1037,10.265435435153211,9174
1038,10.276124834355658,9173
1039,10.276587217506227,9172
1040,10.280258912722779,9171
1041,10.281336338090528,9171
1042,10.282312608837705,9170
1043,10.293970693208372,9169
1044,10.303432876734778,9168
1045,10.308500077302185,9167
1046,10.317852990155275,9167
1047,10.321498498748714,9167
1048,10.330156204458145,9166
1049,10.330663040430434,9166
1050,10.331084853805718,9165
1051,10.331641641885906,9164
1052,10.339499680827139,9163
1053,10.34753557543571,9162
1054,10.351794970273895,9161
1055,10.359831418798567,9160
1056,10.360831801150297,9159
1057,10.367367889261782,9158
1058,10.370731963066149,9157
