"","{#status->#Y}"
"0.0","0.002"
"0.1","0.001084244029918373"
"0.2","0.0007025723244708688"
"0.30000000000000004","0.0005677728328849249"
"0.4","0.0005510628402031106"
"0.5","0.0005953834077185144"
"0.6000000000000001","0.0006762536236698365"
"0.7000000000000001","0.0007841110341121717"
"0.8","0.000916359525257983"
"0.9","0.0010738031122532765"
"1.0","0.0012590606036261792"
"1.1","0.0014758730500583233"
"1.2000000000000002","0.0017288100837865301"
"1.3","0.0020231487887271715"
"1.4000000000000001","0.0023648185326584524"
"1.5","0.0027603580969265368"
"1.6","0.0032168540629588555"
"1.7000000000000002","0.0037418384530098223"
"1.8","0.004343126879080343"
"1.9000000000000001","0.005028579844569362"
"2.0","0.005805771660558818"
"2.1","0.006681555342257994"
"2.2","0.007661519216115868"
"2.3000000000000003","0.008749342853698182"
"2.4000000000000004","0.009946076798189622"
"2.5","0.011249391709489638"
"2.6","0.012652865753530878"
"2.7","0.014145400101308561"
"2.8000000000000003","0.015710865379732715"
"2.9000000000000004","0.017328080277932242"
"3.0","0.018971202000030826"
"3.1","0.020610565328293043"
"3.2","0.022213946897401846"
"3.3000000000000003","0.02374816420813161"
"3.4000000000000004","0.025180859474726192"
"3.5","0.026482281294751157"
"3.6","0.027626872341936632"
"3.7","0.0285945005330065"
"3.8000000000000003","0.02937122720551984"
"3.9000000000000004","0.029949575187026636"
"4.0","0.030328326841330123"
"4.1000000000000005","0.030511934615985763"
"4.2","0.030509657326366665"
"4.3","0.030334543652508775"
"4.4","0.030002374168691694"
"4.5","0.029530651229930475"
"4.6000000000000005","0.0289376990010701"
"4.7","0.02824190933772041"
"4.800000000000001","0.02746114666703005"
"4.9","0.02661230811190705"
"5.0","0.025711024022774927"
"5.1000000000000005","0.024771478079640426"
"5.2","0.023806324041427827"
"5.300000000000001","0.02282667682819586"
"5.4","0.02184215785429109"
"5.5","0.020860977555215803"
"5.6000000000000005","0.01989004128552704"
"5.7","0.018935067843078815"
"5.800000000000001","0.01800071259684897"
"5.9","0.017090689479094496"
"6.0","0.016207887940277325"
"6.1000000000000005","0.015354482392602583"
"6.2","0.014532032741089511"
"6.300000000000001","0.013741575381888914"
"6.4","0.012983704595723025"
"6.5","0.012258644632811155"
"6.6000000000000005","0.011566313019050372"
"6.7","0.010906375747677017"
"6.800000000000001","0.010278295084546914"
"6.9","0.009681370730315868"
"7.0","0.009114775065500812"
"7.1000000000000005","0.008577583166638255"
"7.2","0.008068798232139024"
"7.300000000000001","0.007587373001010462"
"7.4","0.00713222769050692"
"7.5","0.00670226492269847"
"7.6000000000000005","0.006296382056624163"
"7.7","0.005913481293109256"
"7.800000000000001","0.005552477873966336"
"7.9","0.00521230665632215"
"8.0","0.004891927306147692"
"8.1","0.004590328322514049"
"8.200000000000001","0.004306530075366137"
"8.3","0.004039587014376879"
"8.4","0.003788589184378776"
"8.5","0.003552663163636762"
"8.6","0.003330972524509171"
"8.700000000000001","0.0031227179015488027"
"8.8","0.0029271367395538664"
"8.9","0.0027435027832459513"
"9.0","0.0025711253609112797"
"9.1","0.002409348506298988"
"9.200000000000001","0.002257549956155268"
"9.3","0.0021151400548348126"
"9.4","0.001981560592339749"
"9.5","0.0018562835977763952"
"9.600000000000001","0.001738810106491886"
"9.700000000000001","0.001628668915969228"
"9.8","0.0015254153428453112"
"9.9","0.0014286299911066688"
"10.0","0.0013379175395558595"
"10.100000000000001","0.001252905554978443"
"10.200000000000001","0.0011732433360344774"
"10.3","0.001098600791712886"
"10.4","0.0010286673571904875"
"10.5","0.0009631509491029105"
"10.600000000000001","0.0009017769615386048"
"10.700000000000001","0.0008442873034896701"
"10.8","0.000790439478016841"
"10.9","0.0007400057029958331"
"11.0","0.0006927720729954903"
"11.100000000000001","0.0006485377615837616"
"11.200000000000001","0.0006071142631559472"
"11.3","0.0005683246732227851"
"11.4","0.0005320030059767349"
"11.5","0.0004979935478673092"
"11.600000000000001","0.00046615024585530316"
"11.700000000000001","0.00043633612897691547"
"11.8","0.00040842276182822895"
"11.9","0.0003822897285751341"
"12.0","0.0003578241461007706"
"12.100000000000001","0.0003349202049195928"
"12.200000000000001","0.0003134787365122499"
"12.3","0.00029340680576691913"
"12.4","0.00027461732724911204"
"12.5","0.000257028704062094"
"12.600000000000001","0.0002405644881028915"
"12.700000000000001","0.0002251530605635677"
"12.8","0.00021072733157332526"
"12.9","0.00019722445792343866"
"13.0","0.00018458557786356814"
"13.100000000000001","0.00017275556200424983"
"13.200000000000001","0.00016168277940597833"
"13.3","0.00015131887798004333"
"13.4","0.0001416185783699475"
"13.5","0.00013253948052465827"
"13.600000000000001","0.00012404188221602148"
"13.700000000000001","0.00011608860879229678"
"13.8","0.00010864485349791083"
"13.9","0.00010167802772612586"
"14.0","9.515762060637492e-5"
"14.100000000000001","8.90550673615158e-5"
"14.200000000000001","8.334362590222057e-5"
"14.3","7.799826115616391e-5"
"14.4","7.299553665863438e-5"
"14.5","6.831351295870433e-5"
"14.600000000000001","6.393165242119783e-5"
"14.700000000000001","5.983073002943774e-5"
"14.8","5.5992749817181376e-5"
"14.9","5.2400866580317975e-5"
"15.0","4.90393125398534e-5"
"15.100000000000001","4.589332864749781e-5"
"15.200000000000001","4.294910024385352e-5"
"15.3","4.019369679682347e-5"
"15.4","3.761501546447553e-5"
"15.5","3.52017282422551e-5"
"15.600000000000001","3.294323246918379e-5"
"15.700000000000001","3.082960448156517e-5"
"15.8","2.885155621578166e-5"
"15.9","2.7000394574055398e-5"
"16.0","2.5267983378601348e-5"
"16.1","2.3646707750462898e-5"
"16.2","2.2129440759527845e-5"
"16.3","2.0709512201812442e-5"
"16.400000000000002","1.938067936910755e-5"
"16.5","1.8137099684538543e-5"
"16.6","1.6973305085529642e-5"
"16.7","1.588417804311528e-5"
"16.8","1.4864929113533601e-5"
"16.900000000000002","1.3911075924597666e-5"
"17.0","1.3018423505494359e-5"
"17.1","1.2183045874432811e-5"
"17.2","1.14012688039772e-5"
"17.3","1.0669653688974053e-5"
"17.400000000000002","9.984982446742462e-6"
"17.5","9.344243383655964e-6"
"17.6","8.744617966425762e-6"
"17.7","8.183468440313003e-6"
"17.8","7.658326240169926e-6"
"17.900000000000002","7.166881143650139e-6"
"18.0","6.706971119152186e-6"
"18.1","6.276572824080667e-6"
"18.2","5.873792711838697e-6"
"18.3","5.496858708615835e-6"
