"","{#status->#I}"
"0.0","0.0001"
"0.1","0.00010151086963539189"
"0.2","0.00010304455542995982"
"0.30000000000000004","0.00010460140160002834"
"0.4","0.00010618175754464665"
"0.5","0.00010778597792330916"
"0.6000000000000001","0.00010941442273483186"
"0.7000000000000001","0.00011106745739740169"
"0.8","0.00011274545282981567"
"0.9","0.0001144487855339276"
"1.0","0.00011617783767831964"
"1.1","0.0001179329971832167"
"1.2000000000000002","0.00011971465780666195"
"1.3","0.00012152321923197153"
"1.4000000000000001","0.00012335908715648735"
"1.5","0.00012522267338164667"
"1.6","0.00012711439590438784"
"1.7000000000000002","0.00012903467900991132"
"1.8","0.00013098395336581613"
"1.9000000000000001","0.00013296265611763102"
"2.0","0.00013497123098576145"
"2.1","0.000137010128363872"
"2.2","0.00013907980541872592"
"2.3000000000000003","0.00014118072619150214"
"2.4000000000000004","0.0001433133617006116"
"2.5","0.00014547819004603438"
"2.6","0.00014767569651519976"
"2.7","0.00014990637369043135"
"2.8000000000000003","0.0001521707215579799"
"2.9000000000000004","0.00015446924761866672"
"3.0","0.00015680246700016095"
"3.1","0.0001591709025709142"
"3.2","0.00016157508505577623"
"3.3000000000000003","0.00016401555315331614"
"3.4000000000000004","0.0001664928536548733"
"3.5","0.00016900754156536307"
"3.6","0.0001715601802258622"
"3.7","0.00017415134143799972"
"3.8000000000000003","0.00017678160559017898"
"3.9000000000000004","0.0001794515617856571"
"4.0","0.00018216180797250815"
"4.1000000000000005","0.0001849129510754975"
"4.2","0.00018770560712989405"
"4.3","0.00019054040141724816"
"4.4","0.00019341796860316326"
"4.5","0.00019633895287708982"
"4.6000000000000005","0.00019930400809416962"
"4.7","0.00020231379791916032"
"4.800000000000001","0.00020536899597246925"
"4.9","0.0002084702859783266"
"5.0","0.00021161836191512813"
"5.1000000000000005","0.00021481392816797803"
"5.2","0.00021805769968346326"
"5.300000000000001","0.00022135040212669047"
"5.4","0.0002246927720406179"
"5.5","0.0002280855570077139"
"5.6000000000000005","0.0002315295158139753"
"5.7","0.0002350254186153386"
"5.800000000000001","0.00023857404710651741"
"5.9","0.00024217619469230048"
"6.0","0.0002458326666613442"
"6.1000000000000005","0.00024954428036249487"
"6.2","0.0002533118653836758"
"6.300000000000001","0.00025713626373337535"
"6.4","0.00026101833002477136"
"6.5","0.00026495893166252944"
"6.6000000000000005","0.00026895894903231164"
"6.7","0.00027301927569303345"
"6.800000000000001","0.00027714081857190676"
"6.9","0.00028132449816230747"
"7.0","0.00028557124872450717"
"7.1000000000000005","0.00028988201848930746"
"7.2","0.00029425776986461734"
"7.300000000000001","0.00029869947964501417"
"7.4","0.00030320813922432886"
"7.5","0.0003077847548112968"
"7.6000000000000005","0.0003124303476483166"
"7.7","0.0003171459542333583"
"7.800000000000001","0.00032193262654506494"
"7.9","0.0003267914322710904"
"8.0","0.00033172345503971703"
"8.1","0.0003367297946547985"
"8.200000000000001","0.00034181156733407135"
"8.3","0.00034696990595088287"
"8.4","0.0003522059602793784"
"8.5","0.00035752089724319733"
"8.6","0.00036291590116772335"
"8.700000000000001","0.0003683921740359363"
"8.8","0.00037395093574791504"
"8.9","0.0003795934243840387"
"9.0","0.000385320896471936"
"9.1","0.0003911346272572325"
"9.200000000000001","0.00039703591097814595"
"9.3","0.0004030260611439803"
"9.4","0.0004091064108175699"
"9.5","0.0004152783129017263"
"9.600000000000001","0.00042154314042973926"
"9.700000000000001","0.00042790228685998544"
"9.8","0.0004343571663746986"
"9.9","0.00044090921418295465"
"10.0","0.0004475598868279274"
"10.100000000000001","0.00045431066249846915"
"10.200000000000001","0.0004611630413450726"
"10.3","0.00046811854580027"
"10.4","0.0004751787209035272"
"10.5","0.0004823451346306891"
"10.600000000000001","0.0004896193782280353"
"10.700000000000001","0.0004970030665510045"
"10.8","0.0005044978384076455"
"10.9","0.0005121053569068579"
"11.0","0.0005198273098114776"
"11.100000000000001","0.0005276654098962734"
"11.200000000000001","0.0005356213953109116"
"11.3","0.0005436970299479538"
"11.4","0.000551894103815948"
"11.5","0.0005602144334176772"
"11.600000000000001","0.0005686598621336295"
"11.700000000000001","0.0005772322606107518"
"11.8","0.0005859335271565545"
"11.9","0.0005947655881386295"
"12.0","0.0006037303983896497"
"12.100000000000001","0.0006128299416179136"
"12.200000000000001","0.0006220662308235044"
"12.3","0.0006314413087201287"
"12.4","0.0006409572481627033"
"12.5","0.000650616152580758"
"12.600000000000001","0.0006604201564177235"
"12.700000000000001","0.0006703714255761732"
"12.8","0.0006804721578690879"
"12.9","0.000690724583477215"
"13.0","0.0007011309654125905"
"13.100000000000001","0.000711693599988297"
"13.200000000000001","0.0007224148172945265"
"13.3","0.0007332969816810229"
"13.4","0.0007443424922459721"
"13.5","0.0007555537833314173"
"13.600000000000001","0.0007669333250252667"
"13.700000000000001","0.0007784836236699723"
"13.8","0.000790207222377949"
"13.9","0.0008021067015538104"
"14.0","0.0008141846794234944"
"14.100000000000001","0.0008264438125703526"
"14.200000000000001","0.0008388867964782801"
"14.3","0.0008515163660819578"
"14.4","0.0008643352963242855"
"14.5","0.0008773464027210776"
"14.600000000000001","0.0008905525419331003"
"14.700000000000001","0.0009039566123455231"
"14.8","0.0009175615546548624"
"14.9","0.0009313703524634925"
"15.0","0.000945386032881798"
"15.100000000000001","0.0009596116671380475"
"15.200000000000001","0.0009740503711960605"
"15.3","0.000988705306380745"
"15.4","0.0010035796800115838"
"15.5","0.00101867674604414"
"15.600000000000001","0.001033999805719663"
"15.700000000000001","0.0010495522082228674"
"15.8","0.0010653373513479594"
"15.9","0.0010813586821729877"
"16.0","0.0010976196977425935"
"16.1","0.0011141239457592303"
"16.2","0.001130875025282933"
"16.3","0.001147876587439706"
"16.400000000000002","0.001165132336138604"
"16.5","0.0011826460287975786"
"16.6","0.0012004214770781614"
"16.7","0.0012184625476290584"
"16.8","0.0012367731628387206"
"16.900000000000002","0.0012553573015969645"
"17.0","0.0012742190000657118"
"17.1","0.0012933623524589133"
"17.2","0.0013127915118317276"
"17.3","0.0013325106908790175"
"17.400000000000002","0.0013525241627432322"
"17.5","0.0013728362618317365"
"17.6","0.0013934513846436515"
"17.7","0.0014143739906062672"
"17.8","0.0014356086029210862"
"17.900000000000002","0.0014571598094195598"
"18.0","0.0014790322634285682"
"18.1","0.001501230684645707"
"18.2","0.0015237598600244264"
"18.3","0.001546624644669079"
"18.400000000000002","0.0015698299627399247"
"18.5","0.00159338080836814"
"18.6","0.0016172822465808777"
"18.7","0.0016415394142364214"
"18.8","0.00166615752096947"
"18.900000000000002","0.0016911418501465985"
"19.0","0.001716497759831926"
"19.1","0.0017422306837630251"
"19.200000000000003","0.0017683461323371003"
"19.3","0.001794849693607468"
"19.400000000000002","0.0018217470342903582"
"19.5","0.001849043900782058"
"19.6","0.0018767461201864173"
"19.700000000000003","0.0019048596013527283"
"19.8","0.0019333903359239897"
"19.900000000000002","0.0019623443993955626"
"20.0","0.0019917279521842173"
"20.1","0.0020215472407075744"
"20.200000000000003","0.002051808598473929"
"20.3","0.0020825184471824497"
"20.400000000000002","0.002113683297833735"
"20.5","0.0021453097518507104"
"20.6","0.002177404502209837"
"20.700000000000003","0.0022099743345826016"
"20.8","0.002243026128487254"
"20.900000000000002","0.0022765668584507483"
"21.0","0.00231060359518084"
"21.1","0.0023451435067482853"
"21.200000000000003","0.0023801938597790844"
"21.3","0.0024157620206566974"
"21.400000000000002","0.0024518554567341654"
"21.5","0.0024884817375560504"
"21.6","0.0025256485360901117"
"21.700000000000003","0.0025633636299686154"
"21.8","0.002601634902739186"
"21.900000000000002","0.0026404703451250746"
"22.0","0.002679878056294736"
"22.1","0.00271986624514058"
"22.200000000000003","0.0027604432315667623"
"22.3","0.002801617447785865"
"22.400000000000002","0.0028433974396243193"
"22.5","0.0028857918678363943"
"22.6","0.002928809509426582"
"22.700000000000003","0.002972459258980195"
"22.8","0.0030167501300019718"
"22.900000000000002","0.003061691256262489"
"23.0","0.0031072918931521576"
"23.1","0.0031535614190425706"
"23.200000000000003","0.0032005093366549637"
"23.3","0.003248145274435527"
"23.400000000000002","0.0032964789879372995"
"23.5","0.003345520361208372"
"23.6","0.00339527940818609"
"23.700000000000003","0.0034457662740969533"
"23.8","0.00349699123686189"
"23.900000000000002","0.0035489647085065593"
"24.0","0.003601697236576331"
"24.1","0.0036551995055555723"
"24.200000000000003","0.0037094823382908503"
"24.3","0.003764556697417652"
"24.400000000000002","0.003820433686790197"
"24.5","0.0038771245529139065"
"24.6","0.003934640686380066"
"24.700000000000003","0.003992993623302217"
"24.8","0.004052195046753778"
"24.900000000000002","0.004112256788206368"
"25.0","0.00417319082896833"
"25.1","0.004235009301622859"
"25.200000000000003","0.004297724491465199"
"25.3","0.004361348837938275"
"25.400000000000002","0.004425894936066168"
"25.5","0.004491375537884775"
"25.6","0.004557803553868987"
"25.700000000000003","0.004625192054355714"
"25.8","0.004693554270962005"
"25.900000000000002","0.004762903597997574"
"26.0","0.004833253593870912"
"26.1","0.004904617982488236"
"26.200000000000003","0.004977010654644441"
"26.3","0.005050445669405194"
"26.400000000000002","0.0051249372554793265"
"26.5","0.005200499812580596"
"26.6","0.00527714791277789"
"26.700000000000003","0.005354896301832927"
"26.8","0.005433759900524435"
"26.900000000000002","0.0055137538059577985"
"27.0","0.005594893292859121"
"27.1","0.005677193814852601"
"27.200000000000003","0.005760671005720109"
"27.3","0.005845340680641804"
"27.400000000000002","0.005931218837416607"
"27.5","0.006018321657661285"
"27.6","0.006106665507986915"
"27.700000000000003","0.006196266941151401"
"27.8","0.006287142697186723"
"27.900000000000002","0.006379309704499537"
"28.0","0.006472785080943728"
"28.1","0.006567586134863437"
"28.200000000000003","0.006663730366105103"
"28.3","0.006761235466996971"
"28.400000000000002","0.006860119323294485"
"28.5","0.006960400015089979"
"28.6","0.007062095817684977"
"28.700000000000003","0.007165225202423424"
"28.8","0.007269806837484103"
"28.900000000000002","0.007375859588630438"
"29.0","0.0074834025199158605"
