"","{#status->#R}"
"0.0","0.0"
"0.1","0.0011764434108179392"
"0.2","0.0018649605754019706"
"0.30000000000000004","0.0023608538061761324"
"0.4","0.002802382319770688"
"0.5","0.0032576931407269413"
"0.6000000000000001","0.0037642241447360435"
"0.7000000000000001","0.00434665556645911"
"0.8","0.00502519083633953"
"0.9","0.0058194894406712406"
"1.0","0.0067506564118106115"
"1.1","0.007842373759876495"
"1.2000000000000002","0.00912166158872645"
"1.3","0.010619484462148837"
"1.4000000000000001","0.012371292619745773"
"1.5","0.014417526811304048"
"1.6","0.01680408311048965"
"1.7000000000000002","0.019582713504083766"
"1.8","0.022811322013841208"
"1.9000000000000001","0.02655410172026902"
"2.0","0.030881444820725953"
"2.1","0.03586954680309433"
"2.2","0.0415996191882196"
"2.3000000000000003","0.04815662631095943"
"2.4000000000000004","0.055627474120010935"
"2.5","0.06409860678032538"
"2.6","0.07365301261925418"
"2.7","0.08436670474783893"
"2.8000000000000003","0.09630481951101799"
"2.9000000000000004","0.10951755869309175"
"3.0","0.12403627517173436"
"3.1","0.13987004964263694"
"3.2","0.15700311225750735"
"3.3000000000000003","0.1753934175043666"
"3.4000000000000004","0.19497258353546076"
"3.5","0.21564727054285523"
"3.6","0.23730191899146238"
"3.7","0.2598026246789862"
"3.8000000000000003","0.2830018185855959"
"3.9000000000000004","0.3067433616310117"
"4.0","0.33086766219529096"
"4.1000000000000005","0.3552164705338689"
"4.2","0.3796370840224613"
"4.3","0.4039857924452704"
"4.4","0.42813048669223824"
"4.5","0.45195243506883864"
"4.6000000000000005","0.47534729222721245"
"4.7","0.4982254447781093"
"4.800000000000001","0.5205118168612487"
"4.9","0.5421452623212638"
"5.0","0.5630776623312074"
"5.1000000000000005","0.5832728327322081"
"5.2","0.6027053276299624"
"5.300000000000001","0.6213592075473297"
"5.4","0.6392268233915781"
"5.5","0.65630765260478"
"5.6000000000000005","0.6726072115116135"
"5.7","0.6881360580688018"
"5.800000000000001","0.702908891739938"
"5.9","0.7169437517442488"
"6.0","0.7302613111002342"
"6.1000000000000005","0.7428842613605059"
"6.2","0.7548367814057858"
"6.300000000000001","0.7661440828751231"
"6.4","0.7768320245463052"
"6.5","0.7869267880807226"
"6.6000000000000005","0.7964546078852918"
"6.7","0.8054415483273478"
"6.800000000000001","0.8139133220993923"
"6.9","0.8218951441218935"
"7.0","0.8294116159618321"
"7.1000000000000005","0.8364866363114596"
"7.2","0.8431433336030674"
"7.300000000000001","0.8494040173245337"
"7.4","0.8552901450441319"
"7.5","0.8608223025513871"
"7.6000000000000005","0.866020194875217"
"7.7","0.8709026462538222"
"7.800000000000001","0.8754876074060332"
"7.9","0.8797921686945085"
"8.0","0.8838325779808321"
"8.1","0.8876242621545285"
"8.200000000000001","0.8911818514754983"
"8.3","0.8945192060052947"
"8.4","0.897649443519687"
"8.5","0.900584968395479"
"8.6","0.9033375010507206"
"8.700000000000001","0.9059181075911467"
"8.8","0.908337229378583"
"8.9","0.9106047122906239"
"9.0","0.912729835486401"
"9.1","0.9147213395318299"
"9.200000000000001","0.9165874537703242"
"9.3","0.9183359228524307"
"9.4","0.9199740323609018"
"9.5","0.9215086334870193"
"9.600000000000001","0.9229461667300344"
"9.700000000000001","0.9242926846049005"
"9.8","0.9255538733544183"
"9.9","0.9267350736708557"
"10.0","0.9278413004393462"
"10.100000000000001","0.9288772615211534"
"10.200000000000001","0.929847375599461"
"10.3","0.9307557891138755"
"10.4","0.9316063923124904"
"10.5","0.93240283445229"
"10.600000000000001","0.9331485381799878"
"10.700000000000001","0.933846713126209"
"10.8","0.9345003687463149"
"10.9","0.9351123264412076"
"11.0","0.935685230991223"
"11.100000000000001","0.9362215613357512"
"11.200000000000001","0.9367236407305735"
"11.3","0.9371936463141208"
"11.4","0.9376336181129554"
"11.5","0.9380454675157943"
"11.600000000000001","0.9384309852443544"
"11.700000000000001","0.9387918488482166"
"11.8","0.9391296297498016"
"11.9","0.9394457998644362"
"12.0","0.9397417378193735"
"12.100000000000001","0.9400187347945288"
"12.200000000000001","0.9402780000066027"
"12.3","0.9405206658572015"
"12.4","0.9407477927645257"
"12.5","0.9409603736971911"
"12.600000000000001","0.9411593384277744"
"12.700000000000001","0.9413455575227381"
"12.8","0.9415198460844822"
"12.9","0.9416829672604144"
"13.0","0.9418356355330927"
"13.100000000000001","0.9419785198047104"
"13.200000000000001","0.9421122462884387"
"13.3","0.9422374012184207"
"13.4","0.942354533389533"
"13.5","0.94246415653738"
"13.600000000000001","0.9425667515683732"
"13.700000000000001","0.9426627686491643"
"13.8","0.9427526291641519"
"13.9","0.9428367275492572"
"14.0","0.9429154330096746"
"14.100000000000001","0.9429890911288378"
"14.200000000000001","0.9430580253753993"
"14.3","0.9431225385146131"
"14.4","0.943182913930116"
"14.5","0.9432394168617351"
"14.600000000000001","0.9432922955646073"
"14.700000000000001","0.9433417823945649"
"14.8","0.9433880948244403"
"14.9","0.9434314363956502"
"15.0","0.9434719976091501"
"15.100000000000001","0.9435099567595977"
"15.200000000000001","0.9435454807163193"
"15.3","0.943578725654453"
"15.4","0.9436098377394292"
"15.5","0.9436389537677496"
"15.600000000000001","0.9436662017668436"
"15.700000000000001","0.9436917015566005"
"15.8","0.9437155652750192"
"15.9","0.9437378978702554"
"16.0","0.9437587975612094"
"16.1","0.9437783562686569"
"16.2","0.9437966600188016"
"16.3","0.9438137893210081"
"16.400000000000002","0.9438298195213618"
