"","{#status->#Y}"
"0.0","0.002"
"0.1","0.0010776222512701905"
"0.2","0.0006790750745143885"
"0.30000000000000004","0.0005190212437815994"
"0.4","0.00046875040915197503"
"0.5","0.0004703232331234191"
"0.6000000000000001","0.0004977888158814962"
"0.7000000000000001","0.0005396667461229327"
"0.8","0.0005910351310436515"
"0.9","0.0006499579887822926"
"1.0","0.0007158728738755233"
"1.1","0.0007888639738164186"
"1.2000000000000002","0.0008693351331512367"
"1.3","0.0009578634218010356"
"1.4000000000000001","0.0010551340869636456"
"1.5","0.001161912024204233"
"1.6","0.001279029416872472"
"1.7000000000000002","0.0014073802511683426"
"1.8","0.0015479173928206514"
"1.9000000000000001","0.0017016501426817528"
"2.0","0.0018696411784133225"
"2.1","0.002053002218892524"
"2.2","0.002252887925797983"
"2.3000000000000003","0.0024704876240539122"
"2.4000000000000004","0.00270701444507331"
"2.5","0.002963691506125453"
"2.6","0.0032417347530328414"
"2.7","0.003542332122920595"
"2.8000000000000003","0.0038666187375078886"
"2.9000000000000004","0.004215647922973124"
"3.0","0.004590357976494697"
"3.1","0.0049915347678071605"
"3.2","0.005419770480276983"
"3.3000000000000003","0.005875419060893241"
"3.4000000000000004","0.00635854925874984"
"3.5","0.006868896478057995"
"3.6","0.007405815038698451"
"3.7","0.007968232801494222"
"3.8000000000000003","0.00855461044587766"
"3.9000000000000004","0.009162907947029198"
"4.0","0.00979056094632453"
"4.1000000000000005","0.01043446970121456"
"4.2","0.01109100310162202"
"4.3","0.011756019823865295"
"4.4","0.012424908051792494"
"4.5","0.01309264434287858"
"4.6000000000000005","0.013753871195237858"
"4.7","0.014402991746526393"
"4.800000000000001","0.015034278896016884"
"4.9","0.015641995088621213"
"5.0","0.016220518137966124"
"5.1000000000000005","0.01676446788677183"
"5.2","0.017268828274078597"
"5.300000000000001","0.01772905953284209"
"5.4","0.018141195770406217"
"5.5","0.018501924040974612"
"5.6000000000000005","0.018808642122666273"
"5.7","0.019059493458909622"
"5.800000000000001","0.01925337900295367"
"5.9","0.019389946908528074"
"6.0","0.01946956204969261"
"6.1000000000000005","0.019493258164647368"
"6.2","0.019462675966990372"
"6.300000000000001","0.019379990847682757"
"6.4","0.01924783382068184"
"6.5","0.019069209182179112"
"6.6000000000000005","0.01884741200619426"
"6.7","0.01858594814066394"
"6.800000000000001","0.018288458849107583"
"6.9","0.017958651708338397"
"7.0","0.017600238858685627"
"7.1000000000000005","0.017216883236209124"
"7.2","0.01681215301327005"
"7.300000000000001","0.01638948414294986"
"7.4","0.015952150645669242"
"7.5","0.015503242089295278"
"7.6000000000000005","0.015045647589942169"
"7.7","0.014582045590514493"
"7.800000000000001","0.014114898647995673"
"7.9","0.013646452468862359"
"8.0","0.013178738465853544"
"8.1","0.012713579160777144"
"8.200000000000001","0.012252595820487915"
"8.3","0.011797217781287388"
"8.4","0.011348692986652443"
"8.5","0.010908099331343894"
"8.6","0.01047635646944676"
"8.700000000000001","0.010054237803371181"
"8.8","0.009642382424515598"
"8.9","0.009241306823836101"
"9.0","0.008851416231986719"
"9.1","0.008473015484237303"
"9.200000000000001","0.008106319335433746"
"9.3","0.007751462175324647"
"9.4","0.007408507115167244"
"9.5","0.007077454433179223"
"9.600000000000001","0.006758249379643274"
"9.700000000000001","0.006450789352787135"
"9.8","0.006154930464403455"
"9.9","0.005870493519945217"
"10.0","0.005597269441892191"
"10.100000000000001","0.00533502416784482"
"10.200000000000001","0.005083503056334202"
"10.3","0.004842434833970859"
"10.4","0.004611535117485995"
"10.5","0.004390509543609661"
"10.600000000000001","0.004179056538716493"
"10.700000000000001","0.003976869758862257"
"10.8","0.003783640229324147"
"10.9","0.003599058211117328"
"11.0","0.0034228148202477024"
"11.100000000000001","0.0032546034237218905"
"11.200000000000001","0.003094120834605233"
"11.3","0.0029410683267238964"
"11.4","0.0027951524879678237"
"11.5","0.0026560859295813068"
"11.600000000000001","0.0025235878673370515"
"11.700000000000001","0.0023973845890836107"
"11.8","0.0022772098218382295"
"11.9","0.0021628050103681858"
"12.0","0.0020539195180629536"
"12.100000000000001","0.0019503107598447893"
"12.200000000000001","0.0018517442758936404"
"12.3","0.0017579937540699515"
"12.4","0.001668841008101838"
"12.5","0.0015840759178568985"
"12.600000000000001","0.0015034963373390996"
"12.700000000000001","0.0014269079754332245"
"12.8","0.0013541242538588555"
"12.9","0.0012849661462884462"
"13.0","0.0012192620021255623"
"13.100000000000001","0.001156847358025873"
"13.200000000000001","0.0010975647398711777"
"13.3","0.0010412634575721507"
"13.4","0.0009877993947752402"
"13.5","0.0009370347952802195"
"13.600000000000001","0.0008888380477343648"
"13.700000000000001","0.00084308346995452"
"13.8","0.0007996510940369309"
"13.9","0.0007584264532444927"
"14.0","0.0007193003715098591"
"14.100000000000001","0.0006821687562588737"
"14.200000000000001","0.0006469323951402602"
"14.3","0.0006134967571429003"
"14.4","0.000581771798489915"
"14.5","0.0005516717736178508"
"14.600000000000001","0.0005231150514783979"
"14.700000000000001","0.0004960239373381565"
"14.8","0.0004703245001980791"
"14.9","0.00044594640590747583"
"15.0","0.00042282275600709286"
"15.100000000000001","0.00040088993230106575"
"15.200000000000001","0.0003800874471278685"
"15.3","0.00036035779927515843"
"15.4","0.0003416463354621463"
"15.5","0.0003239011172953361"
"15.600000000000001","0.0003070727935887707"
"15.700000000000001","0.00029111447792792237"
"15.8","0.0002759816313467426"
"15.9","0.00026163194997984757"
"16.0","0.0002480252575460946"
"16.1","0.00023512340251566908"
"16.2","0.00022289015981004186"
"16.3","0.00021129113688258516"
"16.400000000000002","0.00020029368402708943"
"16.5","0.00018986680876175306"
"16.6","0.00017998109413729693"
"16.7","0.00017060862081956607"
"16.8","0.00016172289279922346"
"16.900000000000002","0.00015329876658382545"
"17.0","0.00014531238373061576"
"17.1","0.00013774110658171604"
"17.2","0.00013056345706696613"
"17.3","0.00012375905844342166"
"17.400000000000002","0.00011730857984440632"
"17.5","0.00011119368351499945"
"17.6","0.00010539697461488242"
"17.7","9.990195347353998e-5"
"17.8","9.46929701868886e-5"
"17.900000000000002","8.975518144846222e-5"
"18.0","8.507450951230715e-5"
"18.1","8.063760318870644e-5"
"18.2","7.643180077775768e-5"
"18.3","7.244509484965478e-5"
"18.400000000000002","6.866609878426619e-5"
"18.5","6.508401498625066e-5"
"18.6","6.168860469550346e-5"
"18.7","5.847015931617497e-5"
"18.8","5.541947319084677e-5"
"18.900000000000002","5.252781774968795e-5"
"19.0","4.978691696754142e-5"
"19.1","4.718892406490936e-5"
"19.200000000000003","4.472639939171755e-5"
"19.3","4.239228943554004e-5"
"19.400000000000002","4.017990689866122e-5"
"19.5","3.808291179094282e-5"
"19.6","3.6095293487949424e-5"
"19.700000000000003","3.421135370617241e-5"
"19.8","3.242569034947866e-5"
"19.900000000000002","3.0733182183100744e-5"
"20.0","2.912897429358272e-5"
"20.1","2.7608464295101322e-5"
"20.200000000000003","2.6167289244500742e-5"
"20.3","2.480131322921242e-5"
"20.400000000000002","2.3506615593981892e-5"
"20.5","2.227947977399679e-5"
"20.6","2.111638270360523e-5"
"20.700000000000003","2.0013984771335864e-5"
"20.8","1.896912029338205e-5"
"20.900000000000002","1.7978788479096114e-5"
"21.0","1.704014486335788e-5"
"21.1","1.6150493181937735e-5"
"21.200000000000003","1.5307277667170355e-5"
"21.3","1.4508075742394208e-5"
"21.400000000000002","1.3750591094695816e-5"
"21.5","1.3032647106529338e-5"
"21.6","1.2352180627763522e-5"
"21.700000000000003","1.1707236070641574e-5"
"21.8","1.1095959811027396e-5"
"21.900000000000002","1.0516594880155776e-5"
"22.0","9.967475931906794e-6"
"22.1","9.4470244713874e-6"
"22.200000000000003","8.953744331328268e-6"
"22.3","8.48621738349281e-6"
"22.400000000000002","8.043099472949855e-6"
"22.5","7.6231165636831685e-6"
"22.6","7.2250610846016775e-6"
"22.700000000000003","6.847788465575097e-6"
"22.8","6.490213853652345e-6"
"22.900000000000002","6.151309000125864e-6"
"23.0","5.830099309585213e-6"
"23.1","5.525661042559088e-6"
"23.200000000000003","5.23711866377775e-6"
"23.3","4.9636423284985115e-6"
"23.400000000000002","4.704445499726831e-6"
"23.5","4.458782689535496e-6"
"23.6","4.225947318035517e-6"
"23.700000000000003","4.0052696838854525e-6"
"23.8","3.796115040542039e-6"
"23.900000000000002","3.5978817727549205e-6"
"24.0","3.4099996680927857e-6"
"24.1","3.231928278558202e-6"
"24.200000000000003","3.0631553676044996e-6"
"24.3","2.903195438110966e-6"
"24.400000000000002","2.751588337103045e-6"
"24.5","2.607897933222758e-6"
"24.6","2.4717108631618812e-6"
"24.700000000000003","2.3426353434669856e-6"
"24.8","2.2203000443119143e-6"
"24.900000000000002","2.1043530220100883e-6"
"25.0","1.994460707206725e-6"
"25.1","1.89030694585007e-6"
"25.200000000000003","1.7915920901915358e-6"
"25.3","1.6980321372076373e-6"
